Year,Film,C?,Bathtub,#B,Shower,#S,Other,Bathtub Actress 1,Bathtub Actress 2,Bathtub Actress 3,Bathtub Actress 4,Bathtub Actor 1,Bathtub Actor 2,Shower Actress 1,Shower Actress 2,Shower Actress 3,Shower Actor 1,Shower Actor 2,Shower Actor 3,Other Actress,Other Actor,M/F Bathtub Solo?,Bathtub Together?,Shower Togther?,M/F Shower Solo,Other Together?,Notes,Script,script_id,imdb_id,gross (inflation-adjusted),Notes
1994,The Mask,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Mask,-The.html",1140,tt0110475,249,
1994,My Girl 2,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.scifiscripts.com/msol/my_girl_2.html,4670,tt0110613,34,
1994,Natural Born Killers,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Natural-Born-Killers.html,1185,tt0110632,104,
1994,Only You,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.awesomefilm.com/script/onlyyou.html,4758,tt0110737,41,
1994,Pulp Fiction,,,,Shower,1,,,,,,,,,,,Bruce Willis,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Pulp-Fiction.html,1257,tt0110912,224,
1994,Serial Mom,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Serial-Mom.html,1310,tt0111127,16,
1994,The Shawshank Redemption,,,,Shower,1,,,,,,,,,,,Tim Robbins,,,,,,,,,,,http://www.dailyscript.com/scripts/shawshank.html,3317,tt0111161,58,
1994,Star Trek: Generations,,Bathtub,1,,,,,,,,LeVar Burton,,,,,,,,,,,,,,,,http://www.scifiscripts.com/scripts/Trek/Star_Trek_VII.htm,5035,tt0111280,157,
1994,Stranglehold,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.horrorlair.com/scripts/strangehold.txt,5063,tt0111300,,
1994,True Lies,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/True Lies Script.html,3609,tt0111503,303,
1994,New Nightmare,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/WesCravensNewNightmare.txt,4691,tt0111686,37,
1995,The American President,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/American President, The Script.html",1637,tt0112346,130,
1995,Assassins,,Bathtub,1,,,,Julianne Moore,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Assassins Script.html,1705,tt0112401,60,
1995,Before Sunrise,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/before-sunrise-numbered.pdf,8727,tt0112471,10,
1995,Mute Witness,,Bathtub,2,,,,Marina Zudina,,,,Igor Volkov,,,,,,,,,,F,,,,,Zudina pushes him into tub and electrocutes him,http://www.imsdb.com/Movie Scripts/Mute Witness Script.html,2969,tt0110604,2,
1995,Bloodfist VII: Manhunt,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.awesomefilm.com/script/manhunt.html,4589,tt0112533,,
1995,Braveheart,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Braveheart.html,771,tt0112573,151,
1995,The Bridges of Madison County,C,Bathtub,2,,,,Meryl Streep,,,,Clint Eastwood,,,,,,,,,,F,Together,,,,,http://www.awesomefilm.com/script/bomc.txt,280,tt0112579,142,
1995,Casino,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Casino Script.html,1963,tt0112641,84,
1995,Clueless,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Clueless Script.html,2029,tt0112697,113,
1995,Devil in a Blue Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Devil in a Blue Dress Script.html,2152,tt0112857,32,
1995,The Doom Generation,,Bathtub,1,,,,Rose McGowan,,,, James Duval,,,,,,,,,,,Together,,,,Bathtub sex scene,http://www.awesomefilm.com/script/thedoomgeneration.html,4125,tt0112887,,
1995,Four Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Four Rooms Script.html,2311,tt0113101,8,
1995,Get Shorty,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Get Shorty Script.html,2384,tt0113161,144,
1995,Hackers,C,,,Shower,1,,,,,,,,,,,Jesse Bradford,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Hackers Script.html,2462,tt0113243,15,
1995,Heat,,Bathtub,1,Shower,2,,Natalie Portman,,,,,,,,,Al Pacino,Al Pacino,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Heat.html,996,tt0113277,134,
1995,Judge Dredd,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Judge Dredd Script.html,2687,tt0113492,69,
1995,Kids,,Bathtub,1,,,,,,,,Justin Pierce,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Kids Script.html,2699,tt0113540,14,
1995,Leaving Las Vegas,C,,,Shower,2,,,,,,,,Elisabeth Shue,,,Nicolas Cage,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Leaving Las Vegas Script.html,2745,tt0113627,64,
1995,Living in Oblivion,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Living in Oblivion Script.html,2787,tt0113677,2,
1995,Lord of Illusions,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Lord of Illusions Script.html,2799,tt0113690,26,
1995,Mighty Morphin Power Rangers: The Movie,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/MightyMorphinPowerRangers.txt,4626,tt0113820,75,
1995,Nick of Time,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Nick of Time Script.html,2998,tt0113972,16,
1995,Nixon,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/Nixon.txt,4711,tt0113987,27,
1995,Now and Then,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.frontiernet.net/~rcowart/nowthen_script.html,4723,tt0114011,54,
1995,Panther,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/Panther.txt,4765,tt0114084,13,
1995,The Prophecy,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Prophecy,-The.html",1252,tt0114194,32,
1995,Se7en,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Se7en Script.html,3288,tt0114369,200,
1995,Sense and Sensibility,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Sense and Sensibility Script.html,3293,tt0114388,85,
1995,Showgirls,,,,,,,,,,,,,,,,,,,,,,,,,,,SHOWGIRLS (1995) by Joe Eszterhas [1994.09.30] [Scan] Kopie.pdf,7014,tt0114436,40,
1995,Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.awesomefilm.com/script/smoke.txt,4976,tt0114478,16,
1995,Strange Days,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Strange Days Script.html,3457,tt0114558,15,
1995,Twelve Monkeys,,,,Shower,1,,,,,,,,,,,Bruce Willis,,,,,,,,,,,http://www.dailyscript.com/scripts/twelve_monkeys.html,5160,tt0114746,113,
1995,Virtuosity,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/virtuosity-aug24-94-numbered-4th-revised.pdf,9216,tt0114857,48,
1996,Basquiat,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Basquiat Script.html,1762,tt0115632,5,
1996,Blood and Wine,,Bathtub,1,Shower,1,,Judy Davis,,,,,,,,,Jack Nicholson,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Blood and Wine Script.html,1858,tt0115710,2,
1996,Bound,,,,Shower,1,,,,,,,,,,,Joe Pantoliano,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Bound Script.html,1895,tt0115736,7,
1996,Broken Arrow,,,,Shower,1,,,,,,,,,,,Christian Slater,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Broken-Arrow.html,779,tt0115759,138,
1996,Courage Under Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/CourageUnderFire.pdf,2062,tt0115956,115,
1996,The Crow: City of Angels,,,,Shower,1,,,,,,,,Mia Kirshner,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Crow-City-of-Angels,-The.html",832,tt0115986,35,
1996,The English Patient,C,Bathtub,1,,,,Kristin Scott Thomas,,,,Ralph Fiennes,,,,,,,,,,,Together,,,,,"http://www.imsdb.com/Movie Scripts/English Patient, The Script.html",2224,tt0116209,154,
1996,Escape from L.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Escape-From-L.A..html,892,tt0116225,49,
1996,Fargo,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Fargo Script.html,2267,tt0116282,48,
1996,From Dusk Till Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/From Dusk Till Dawn Script.html,2338,tt0116367,20,
1996,The Ghost and the Darkness,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Ghost and the Darkness, The Script.html",2391,tt0116409,75,
1996,SubUrbia,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.awesomefilm.com/script/suburbia.html,5068,tt0120238,0,
1996,House of the Damned,,,,Shower,1,,,,,,,,Alexandra Paul,,,,,,,,,,,,,,http://www.horrorlair.com/scripts/houseOfTheDamned.txt,4377,tt0116573,,
1996,Independence Day,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Independence-Day.html,1030,tt0116629,602,
1996,Jerry Maguire,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Jerry Maguire Script.html,2679,tt0116695,303,
1996,Lone Star,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Lone Star Script.html,2793,tt0116905,26,
1996,The Long Kiss Goodnight,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Long-Kiss-Goodnight,-The.html",1111,tt0116908,65,
1996,Mission: Impossible,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Mission Impossible Script.html,2933,tt0117060,356,
1996,Romeo + Juliet,C,Bathtub,1,,,,Claire Danes,,,,,,,,,,,,,,,,,,,,http://www.awesomefilm.com/script/romeo+juliet.txt,4888,tt0117509,91,
1996,Scream,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/Scream.txt,4920,tt0117571,202,
1996,Swingers,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Swingers Script.html,3487,tt0117802,8,
1997,Affliction,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Affliction Script.html,1559,tt0118564,11,
1997,Air Force One,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Air-Force-One.html,647,tt0118571,327,
1997,The Assignment,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Assignment,-The.html",697,tt0118647,1,
1997,Austin Powers: International Man of Mystery,C,Bathtub,1,,,,Fabiana Udenio,,,,Mike Myers,,,,,,,,,,,Together,,,,,film_20100519/all_imsdb_05_19_10/Austin-Powers---International-Man-of-Mystery.html,698,tt0118655,102,
1997,Bean,,,,Shower,1,,,,,,,,,,,Rowan Atkinson,Peter MacNicol,,,,,,Together,,,,http://www.imsdb.com/Movie Scripts/Bean Script.html,1789,tt0118689,85,
1997,Lost Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/Lost+Highway.txt,4561,tt0116922,7,
1997,Boogie Nights,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Boogie Nights Script.html,1884,tt0118749,50,
1997,Breakdown,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2013/08/breakdown-mar-96-revised-1st.pdf,8760,tt0118771,94,
1997,Chasing Amy,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Chasing Amy Script.html,1991,tt0118842,22,
1997,Conspiracy Theory,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/conspiracy-theory.html,4039,tt0118883,144,
1997,Gang Related,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Gang Related Script.html,2370,tt0118900,10,
1997,The Devil's Advocate,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Devil's Advocate Script.html,2153,tt0118971,115,
1997,Donnie Brasco,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Donnie-Brasco.html,866,tt0119008,79,
1997,Event Horizon,,Bathtub,1,,,,Holley Chant,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Event Horizon Script.html,2244,tt0119081,50,
1997,Henry Fool,,Bathtub,2,Shower,1,,Maria Porter,,,,James Urbaniak,,Parker Posey,,,,,,,,M;F,,,,,,film_20100519/all_imsdb_05_19_10/Henry-Fool.html,1010,tt0122529,2,
1997,Face/Off,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Face-Off.html,902,tt0119094,212,
1997,The Fifth Element,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Fifth-Element,-The.html",911,tt0119116,120,
1997,G.I. Jane,,Bathtub,1,,,,Demi Moore,,,,Jason Beghe,,,,,,,,,,,Together,,,,,film_20100519/all_imsdb_05_19_10/G.I.-Jane.html,937,tt0119173,91,
1997,Gattaca,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Gattaca.html,941,tt0119177,23,
1997,Good Will Hunting,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Good Will Hunting Script.html,2427,tt0119217,261,
1997,Grosse Pointe Blank,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Grosse-Point-Blank.html,974,tt0119229,53,
1997,Mrs Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Mrs. Brown Script.html,2957,tt0119280,17,
1997,The Ice Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Ice Storm, The Script.html",2591,tt0119349,14,
1997,Inventing the Abbotts,,Bathtub,1,,,,,,,,Billy Crudup,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Inventing the Abbotts Script.html,2629,tt0119381,11,
1997,Jackie Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Jackie Brown Script.html,2653,tt0119396,75,
1997,Kundun,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Kundun.html,1077,tt0119485,10,
1997,L.A. Confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/L.A.-Confidential.html,1080,tt0119488,122,
1997,Men in Black,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Men-in-Black.html,1148,tt0119654,473,
1997,Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Metro.html,1152,tt0119664,60,
1997,Mimic,,Bathtub,1,,,,Mira Sorvino,,,,Jeremy Northam,,,,,,,,,,,Together,,,,,http://www.dailyscript.com/scripts/mimic_production.html,2918,tt0119675,48,
1997,My Best Friend's Wedding,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/My-Best-Friend's-Wedding.html,1179,tt0119738,240,
1997,Cube,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Cube Script.html,2095,tt0123755,0,
1997,As Good as It Gets,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/As Good As It Gets Script.html,1702,tt0119822,280,
1997,The Postman,,Bathtub,1,,,,,,,,Kevin Costner,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Postman, The Script.html",3120,tt0119925,33,
1997,The Relic,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Relic, The Script.html",3192,tt0120004,64,
1997,The Saint,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Saint,-The.html",1294,tt0120053,116,
1997,Spacejacked,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.scifiscripts.com/scripts/spaceJacked.txt,5006,tt0120174,,
1997,Starship Troopers,,,,Shower,1,,,,,,,,Dina Meyer,,,Casper Van Dien,,,,,,,Together,,,,film_20100519/all_imsdb_05_19_10/Starship-Troopers.html,1366,tt0120201,103,
1997,The Sweet Hereafter,,,,Shower,1,,,,,,,,,,,Bruce Greenwood,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Sweet Hereafter, The Script.html",3483,tt0120255,8,
1997,Titanic,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/Titanic.txt,5136,tt0120338,1249,
1997,Tomorrow Never Dies,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.awesomefilm.com/script/tomorrowneverdies.txt,3574,tt0120347,236,
1997,Wag the Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Wag the Dog Script.html,3668,tt0120885,81,
1997,U Turn,,,,Shower,1,,,,,,,,,,,Sean Penn,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/U Turn Script.html,3629,tt0120399,12,
1998,Antz,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Antz Script.html,1671,tt0120587,168,
1998,The Big Lebowski,C,Bathtub,1,,,,,,,,Jeff Bridges,,,,,,,,,,,,,,,,https://web.archive.org/web/20131219023653/http://www.youknow-forkids.com/biglebowski.txt,1823,tt0118715,32,
1998,Meet Joe Black,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Meet Joe Black Script.html,2881,tt0119643,82,
1998,Armageddon,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.scifiscripts.com/scripts/Armageddon.pdf,1694,tt0120591,374,
1998,Deep Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.horrorlair.com/scripts/deeprising.txt,2139,tt0118956,20,
1998,Beloved,C,Bathtub,1,,,,,,,,Danny Glover,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Beloved Script.html,1807,tt0120603,42,
1998,Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Blade Script.html,1843,tt0120611,129,
1998,Enemy of the State,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Enemy of the State Script.html,2222,tt0120660,207,
1998,Fear and Loathing in Las Vegas,,Bathtub,1,,,,,,,,Benicio Del Toro,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Fear and Loathing in Las Vegas Script.html,2276,tt0120669,19,
1998,Croupier,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Croupier Script.html,2083,tt0159382,11,
1998,Gods and Monsters,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Gods and Monsters Script.html,2419,tt0120684,11,
1998,The Truman Show,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Truman-Show,-The.html",1434,tt0120382,233,
1998,Stepmom,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Stepmom Script.html,3447,tt0120686,168,
1998,Halloween H20: 20 Years Later,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.horrorlair.com/scripts/H20.txt,4317,tt0120694,102,
1998,Hard Rain,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Hard-Rain.html,985,tt0120696,36,
1998,"Lock, Stock and Two Smoking Barrels",,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Lock, Stock and Two Smoking Barrels Script.html",2789,tt0120735,6,
1998,Lost in Space,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Lost-in-Space.html,1118,tt0120738,128,
1998,Mighty Joe Young,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/mighty_joe_young.pdf,4625,tt0120751,93,
1998,Out of Sight,,Bathtub,1,,,,Jennifer Lopez,,,,George Clooney,,,,,,,,,,,Together,,,,Bathtub kissing scene,http://www.imsdb.com/Movie Scripts/Out of Sight Script.html,3047,tt0120780,69,
1998,Pleasantville,,Bathtub,1,,,,Joan Allen,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Pleasantville Script.html,3113,tt0120789,75,
1998,Very Bad Things,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Very-Bad-Things.html,1451,tt0124198,18,
1998,Rush Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/rush_hour.html,3248,tt0120812,261,
1998,Saving Private Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.moviescriptsandscreenplays.com/BenandMatt/savingprivateryan.txt,3270,tt0120815,400,
1998,Star Trek: Insurrection,,Bathtub,1,,,,Marina Sirtis,,,,Jonathan Frakes,,,,,,,,,,,Together,,,,,http://www.scifiscripts.com/scripts/Trek/Star_Trek_IX.htm,5037,tt0120844,130,
1998,The Thin Red Line,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/thin-red-line-the.pdf,9177,tt0120863,67,
1998,Wild Things,C,,,Shower,1,,,,,,,,,,,Kevin Bacon,,,,,,,,,,Kevin Bacon full frontal,http://www.imsdb.com/Movie Scripts/Wild Things Script.html,3720,tt0120890,55,
1998,I Still Know What You Did Last Summer,,,,Shower,1,,,,,,,,Jennifer Love Hewitt,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/I Still Know What You Did Last Summer Script.html,2585,tt0130018,74,
1998,Ronin,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Ronin.html,1287,tt0122690,77,
1998,There's Something About Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/There's Something About Mary Script.html,3521,tt0129387,326,
1998,You've Got Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/You've Got Mail Script.html,3763,tt0128853,215,
1998,Shakespeare in Love,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Shakespeare in Love Script.html,3306,tt0138097,185,
1998,Legionnaire,,,,Shower,1,,,,,,,,,,,Jean-Claude Van Damme,,,,,,,,,,,http://www.dailyscript.com/scripts/Legionnaire.txt,4516,tt0126388,,
1998,Rushmore,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Rushmore.html,1291,tt0128445,31,
1999,Dogma,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Dogma Script.html,2172,tt0120655,52,
1999,Analyze This,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Analyze This Script.html,1652,tt0122933,183,
1999,Life,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Life Script.html,2762,tt0123964,109,
1999,Blast from the Past,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Blast from the Past, The Script.html",1853,tt0124298,45,
1999,The Cider House Rules,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Cider-House-Rules,-The.html",806,tt0124315,98,
1999,The Deep End of the Ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.awesomefilm.comscript/Deep_End_of_the_Ocean.txt,5305,tt0120646,22,
1999,RKO 281,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/RKO218.html,3216,tt0120801,,
1999,Three Kings,,Bathtub,1,,,,,,,,Christopher Lohr,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/threekings_shootingdraft.pdf,3541,tt0120188,103,
1999,The Mummy,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Mummy,-The.html",1176,tt0120616,265,
1999,Wild Wild West,C,Bathtub,1,,,,Garcelle Beauvais,,,,Will Smith,,,,,,,,,,,Together,,,,,http://www.imsdb.com/Movie Scripts/Wild Wild West Script.html,3723,tt0120891,195,
1999,Notting Hill,C,Bathtub,1,,,,Julia Roberts,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Notting Hill Script.html,3020,tt0125439,198,
1999,Star Wars: Episode I - The Phantom Menace,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.scifiscripts.com/scripts/StarWars-Episode1.txt,3437,tt0120915,813,
1999,Being John Malkovich,C,,,Shower,1,,,,,,,,,,,John Malkovich,,,,,,,,,,,http://www.dailyscript.com/scripts/beingjohnmalkovich.html,1801,tt0120601,39,
1999,Snow Falling on Cedars,,,,Shower,1,,,,,,,,Arija Bareikis,,,Daniel von Bargen,,,,,,,Together,,,Shower sex scene,film_20100519/all_imsdb_05_19_10/Snow-Falling-On-Cedars.html,1343,tt0120834,24,
1999,Man on the Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Man on the Moon Script.html,2833,tt0125664,59,
1999,Election,,Bathtub,1,Shower,1,,,,,,Matthew Broderick,,,,,Matthew Broderick,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Election Script.html,2214,tt0126886,25,
1999,Mystery Men,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Mystery Men Script.html,2976,tt0132347,50,
1999,Cruel Intentions,,,,Shower,1,,,,,,,,Selma Blair,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Cruel Intentions Script.html,2091,tt0139134,65,
1999,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Go Script.html,2413,tt0139239,28,
1999,Lake Placid,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Lake Placid Script.html,2728,tt0139414,54,
1999,True Crime,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/true-crime-may-11-98-revised-numbered-1st.pdf,9199,tt0139668,28,
1999,The Insider,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Insider, The Script.html",2616,tt0140352,49,
